cell_id,edge_lo,edge_hi,direction_filter,confidence_filter,series_filter,side_filter,split,n_bets,wins,losses,roi_flat,roi_boot_lb,roi_boot_ub,log_loss_model,log_loss_pinnacle,delta_log_loss,brier_model,brier_pinnacle,ece,clv_avg,clv_pos_rate,clv_n,clv_match_rate,clv_informative
edge7-13|no-filter|high-only|Masters1000|both,7.0,13.0,no-filter,high-only,Masters1000,both,pooled_2022_2024,46.0,21.0,25.0,-4.7826,-34.6087,26.8043,0.6214,0.6253,-0.0039,0.2151,0.2174,0.0954,,,46.0,100.0,0.0
edge7-13|no-filter|high-only|Masters1000|both,7.0,13.0,no-filter,high-only,Masters1000,both,2022,13.0,5.0,8.0,-25.6154,-73.1538,28.4615,0.6721,0.6443,0.0278,0.2398,0.2273,0.1634,,,13.0,100.0,0.0
edge7-13|no-filter|high-only|Masters1000|both,7.0,13.0,no-filter,high-only,Masters1000,both,2023,14.0,7.0,7.0,-10.6429,-61.7857,33.9286,0.5336,0.5536,-0.02,0.1722,0.1826,0.3057,,,14.0,100.0,0.0
edge7-13|no-filter|high-only|Masters1000|both,7.0,13.0,no-filter,high-only,Masters1000,both,2024,19.0,9.0,10.0,13.7895,-41.3158,73.3684,0.6513,0.6652,-0.0138,0.2297,0.2363,0.059,,,19.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|model-fav,7.0,13.0,no-filter,high-only,ATP-non-Slam,model-fav,pooled_2022_2024,103.0,52.0,51.0,-13.5631,-30.1262,3.3107,0.7268,0.6935,0.0333,0.2656,0.2503,0.1354,,,103.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|model-fav,7.0,13.0,no-filter,high-only,ATP-non-Slam,model-fav,2022,33.0,13.0,20.0,-32.6364,-58.9394,-3.8485,0.7499,0.6939,0.0559,0.2777,0.2505,0.2323,,,33.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|model-fav,7.0,13.0,no-filter,high-only,ATP-non-Slam,model-fav,2023,34.0,19.0,15.0,-1.7647,-33.4118,27.1471,0.7067,0.6905,0.0162,0.2563,0.249,0.0852,,,34.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|model-fav,7.0,13.0,no-filter,high-only,ATP-non-Slam,model-fav,2024,36.0,20.0,16.0,-7.2222,-34.0,19.25,0.7246,0.6959,0.0287,0.2634,0.2512,0.1104,,,36.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|model-dog,7.0,13.0,no-filter,high-only,ATP-non-Slam,model-dog,pooled_2022_2024,91.0,28.0,63.0,-18.4505,-44.033,6.3736,0.6037,0.5935,0.0101,0.2067,0.2024,0.0879,,,91.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|model-dog,7.0,13.0,no-filter,high-only,ATP-non-Slam,model-dog,2022,33.0,10.0,23.0,-17.7273,-59.0,27.1818,0.6182,0.6057,0.0126,0.2137,0.2079,0.095,,,33.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|model-dog,7.0,13.0,no-filter,high-only,ATP-non-Slam,model-dog,2023,25.0,8.0,17.0,-18.44,-66.4,27.52,0.5993,0.5901,0.0091,0.2045,0.2009,0.1125,,,25.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|model-dog,7.0,13.0,no-filter,high-only,ATP-non-Slam,model-dog,2024,33.0,10.0,23.0,-19.1818,-58.2424,21.6061,0.5925,0.584,0.0085,0.2014,0.198,0.1134,,,33.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|both,7.0,13.0,no-filter,high-only,ATP-non-Slam,both,pooled_2022_2024,194.0,80.0,114.0,-15.8557,-30.9175,-0.0979,0.669,0.6466,0.0224,0.238,0.2278,0.0307,,,194.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|both,7.0,13.0,no-filter,high-only,ATP-non-Slam,both,2022,66.0,23.0,43.0,-25.1818,-51.5606,1.8939,0.684,0.6498,0.0343,0.2457,0.2292,0.0714,,,66.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|both,7.0,13.0,no-filter,high-only,ATP-non-Slam,both,2023,59.0,27.0,32.0,-8.8305,-35.9831,16.6102,0.6612,0.648,0.0132,0.2344,0.2286,0.0083,,,59.0,100.0,0.0
edge7-13|no-filter|high-only|ATP-non-Slam|both,7.0,13.0,no-filter,high-only,ATP-non-Slam,both,2024,69.0,30.0,39.0,-12.942,-36.9275,14.0725,0.6614,0.6424,0.019,0.2337,0.2258,0.0337,,,69.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|model-fav,7.0,13.0,no-filter,high+medium,ATP250,model-fav,pooled_2022_2024,92.0,47.0,45.0,-13.163,-29.7283,4.0978,0.7107,0.681,0.0297,0.258,0.2441,0.1295,,,92.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|model-fav,7.0,13.0,no-filter,high+medium,ATP250,model-fav,2022,27.0,11.0,16.0,-32.7037,-63.8889,-2.8148,0.7269,0.6733,0.0536,0.2666,0.2404,0.2233,,,27.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|model-fav,7.0,13.0,no-filter,high+medium,ATP250,model-fav,2023,30.0,15.0,15.0,-10.1,-42.6,22.7333,0.7337,0.7017,0.032,0.2689,0.2543,0.1185,,,30.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|model-fav,7.0,13.0,no-filter,high+medium,ATP250,model-fav,2024,35.0,21.0,14.0,-0.7143,-28.5143,24.6857,0.6784,0.6692,0.0092,0.242,0.2382,0.0666,,,35.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|model-dog,7.0,13.0,no-filter,high+medium,ATP250,model-dog,pooled_2022_2024,69.0,23.0,46.0,-12.9565,-42.1449,19.087,0.6143,0.6075,0.0068,0.2121,0.2094,0.0676,,,69.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|model-dog,7.0,13.0,no-filter,high+medium,ATP250,model-dog,2022,29.0,11.0,18.0,4.3103,-45.4483,57.9655,0.6519,0.6546,-0.0028,0.2302,0.2315,0.0184,,,29.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|model-dog,7.0,13.0,no-filter,high+medium,ATP250,model-dog,2023,18.0,8.0,10.0,13.2778,-43.1667,73.8333,0.6439,0.6576,-0.0138,0.2264,0.2336,0.1465,,,18.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|model-dog,7.0,13.0,no-filter,high+medium,ATP250,model-dog,2024,22.0,4.0,18.0,-57.1818,-89.8636,-15.4091,0.5407,0.5044,0.0363,0.1766,0.1604,0.2178,,,22.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|both,7.0,13.0,no-filter,high+medium,ATP250,both,pooled_2022_2024,161.0,70.0,91.0,-13.0745,-28.8696,3.2671,0.6694,0.6495,0.0199,0.2383,0.2292,0.045,,,161.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|both,7.0,13.0,no-filter,high+medium,ATP250,both,2022,56.0,22.0,34.0,-13.5357,-43.1607,17.7857,0.6881,0.6637,0.0244,0.2477,0.2358,0.0981,,,56.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|both,7.0,13.0,no-filter,high+medium,ATP250,both,2023,48.0,23.0,25.0,-1.3333,-29.3333,30.1458,0.7,0.6852,0.0148,0.253,0.2466,0.0879,,,48.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP250|both,7.0,13.0,no-filter,high+medium,ATP250,both,2024,57.0,25.0,32.0,-22.5088,-46.8246,1.2807,0.6253,0.6056,0.0197,0.2168,0.2082,0.0432,,,57.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|model-fav,7.0,13.0,no-filter,high+medium,ATP500,model-fav,pooled_2022_2024,8.0,5.0,3.0,0.625,-59.875,55.375,0.6461,0.6335,0.0126,0.2273,0.2214,0.1525,,,8.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|model-fav,7.0,13.0,no-filter,high+medium,ATP500,model-fav,2022,3.0,2.0,1.0,6.3333,,,0.6279,0.6217,0.0062,0.2188,0.2153,0.2035,,,3.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|model-fav,7.0,13.0,no-filter,high+medium,ATP500,model-fav,2023,3.0,2.0,1.0,5.0,,,0.5068,0.543,-0.0362,0.1654,0.1784,0.3811,,,3.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|model-fav,7.0,13.0,no-filter,high+medium,ATP500,model-fav,2024,2.0,1.0,1.0,-14.5,,,0.8824,0.7868,0.0955,0.333,0.2949,0.5462,,,2.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|model-dog,7.0,13.0,no-filter,high+medium,ATP500,model-dog,pooled_2022_2024,13.0,3.0,10.0,-30.4615,-100.0,57.9231,0.6035,0.5792,0.0243,0.2054,0.1939,0.2604,,,13.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|model-dog,7.0,13.0,no-filter,high+medium,ATP500,model-dog,2022,6.0,2.0,4.0,5.8333,-100.0,133.5,0.666,0.6635,0.0026,0.2348,0.2326,0.3296,,,6.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|model-dog,7.0,13.0,no-filter,high+medium,ATP500,model-dog,2023,3.0,0.0,3.0,-100.0,,,0.4942,0.4264,0.0678,0.1531,0.1218,0.3876,,,3.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|model-dog,7.0,13.0,no-filter,high+medium,ATP500,model-dog,2024,4.0,1.0,3.0,-32.75,,,0.5916,0.5674,0.0242,0.2006,0.1898,0.2141,,,4.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|both,7.0,13.0,no-filter,high+medium,ATP500,both,pooled_2022_2024,21.0,8.0,13.0,-18.619,-65.3333,36.619,0.6197,0.5999,0.0198,0.2138,0.2043,0.2051,,,21.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|both,7.0,13.0,no-filter,high+medium,ATP500,both,2022,9.0,4.0,5.0,6.0,-72.0,93.2222,0.6533,0.6495,0.0038,0.2295,0.2268,0.1519,,,9.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|both,7.0,13.0,no-filter,high+medium,ATP500,both,2023,6.0,2.0,4.0,-47.5,-100.0,19.3333,0.5005,0.4847,0.0158,0.1592,0.1501,0.2325,,,6.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP500|both,7.0,13.0,no-filter,high+medium,ATP500,both,2024,6.0,2.0,4.0,-26.6667,-100.0,63.0,0.6885,0.6406,0.048,0.2448,0.2249,0.3248,,,6.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|model-fav,7.0,13.0,no-filter,high+medium,Masters1000,model-fav,pooled_2022_2024,35.0,24.0,11.0,19.6286,-10.4286,45.0286,0.647,0.6722,-0.0252,0.2275,0.2398,0.2092,,,35.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|model-fav,7.0,13.0,no-filter,high+medium,Masters1000,model-fav,2022,11.0,7.0,4.0,10.4545,-38.6364,57.8182,0.6648,0.6744,-0.0096,0.236,0.2408,0.2046,,,11.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|model-fav,7.0,13.0,no-filter,high+medium,Masters1000,model-fav,2023,15.0,11.0,4.0,28.9333,-13.6667,66.7333,0.6328,0.6725,-0.0397,0.2202,0.2398,0.1615,,,15.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|model-fav,7.0,13.0,no-filter,high+medium,Masters1000,model-fav,2024,9.0,6.0,3.0,15.3333,-42.3333,66.5556,0.649,0.6691,-0.0201,0.2294,0.2386,0.2946,,,9.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|model-dog,7.0,13.0,no-filter,high+medium,Masters1000,model-dog,pooled_2022_2024,41.0,11.0,30.0,-24.0,-61.2439,13.878,0.5881,0.5751,0.013,0.1992,0.1936,0.1084,,,41.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|model-dog,7.0,13.0,no-filter,high+medium,Masters1000,model-dog,2022,12.0,4.0,8.0,-9.8333,-78.75,64.3333,0.5888,0.5878,0.001,0.2007,0.2013,0.1769,,,12.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|model-dog,7.0,13.0,no-filter,high+medium,Masters1000,model-dog,2023,10.0,2.0,8.0,-42.2,-100.0,35.5,0.5898,0.5586,0.0311,0.1995,0.1848,0.1923,,,10.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|model-dog,7.0,13.0,no-filter,high+medium,Masters1000,model-dog,2024,19.0,5.0,14.0,-23.3684,-73.8421,42.3684,0.5867,0.5758,0.0109,0.1981,0.1933,0.1262,,,19.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|both,7.0,13.0,no-filter,high+medium,Masters1000,both,pooled_2022_2024,76.0,35.0,41.0,-3.9079,-29.0132,19.7632,0.6152,0.6198,-0.0046,0.2122,0.2149,0.0801,,,76.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|both,7.0,13.0,no-filter,high+medium,Masters1000,both,2022,23.0,11.0,12.0,-0.1304,-45.4348,45.3043,0.6251,0.6292,-0.0041,0.2176,0.2202,0.0516,,,23.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|both,7.0,13.0,no-filter,high+medium,Masters1000,both,2023,25.0,13.0,12.0,0.48,-36.96,39.68,0.6156,0.6269,-0.0114,0.2119,0.2178,0.1327,,,25.0,100.0,0.0
edge7-13|no-filter|high+medium|Masters1000|both,7.0,13.0,no-filter,high+medium,Masters1000,both,2024,28.0,11.0,17.0,-10.9286,-54.0,35.9286,0.6068,0.6058,0.001,0.2082,0.2079,0.0826,,,28.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|model-fav,7.0,13.0,no-filter,high+medium,ATP-non-Slam,model-fav,pooled_2022_2024,135.0,76.0,59.0,-3.8444,-18.2741,10.0074,0.6903,0.6759,0.0144,0.2483,0.2416,0.0789,,,135.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|model-fav,7.0,13.0,no-filter,high+medium,ATP-non-Slam,model-fav,2022,41.0,20.0,21.0,-18.2683,-43.0732,8.0976,0.703,0.6698,0.0331,0.2549,0.2387,0.1541,,,41.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|model-fav,7.0,13.0,no-filter,high+medium,ATP-non-Slam,model-fav,2023,48.0,28.0,20.0,3.0417,-20.7083,27.0625,0.688,0.6827,0.0053,0.2472,0.245,0.0673,,,48.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|model-fav,7.0,13.0,no-filter,high+medium,ATP-non-Slam,model-fav,2024,46.0,28.0,18.0,1.8261,-21.4565,24.5,0.6815,0.6743,0.0072,0.2435,0.2408,0.0763,,,46.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|model-dog,7.0,13.0,no-filter,high+medium,ATP-non-Slam,model-dog,pooled_2022_2024,123.0,37.0,86.0,-18.4878,-40.5528,5.5854,0.6044,0.5937,0.0107,0.2071,0.2025,0.0901,,,123.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|model-dog,7.0,13.0,no-filter,high+medium,ATP-non-Slam,model-dog,2022,47.0,17.0,30.0,0.8936,-37.4043,40.6383,0.6376,0.6387,-0.0011,0.2233,0.2239,0.061,,,47.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|model-dog,7.0,13.0,no-filter,high+medium,ATP-non-Slam,model-dog,2023,31.0,10.0,21.0,-15.5806,-60.3226,26.9032,0.6119,0.6033,0.0086,0.2106,0.2071,0.0822,,,31.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|model-dog,7.0,13.0,no-filter,high+medium,ATP-non-Slam,model-dog,2024,45.0,10.0,35.0,-40.7333,-74.3111,-6.5333,0.5647,0.5401,0.0245,0.1878,0.1769,0.1654,,,45.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|both,7.0,13.0,no-filter,high+medium,ATP-non-Slam,both,pooled_2022_2024,258.0,113.0,145.0,-10.8256,-24.0543,2.8256,0.6494,0.6367,0.0127,0.2286,0.223,0.0068,,,258.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|both,7.0,13.0,no-filter,high+medium,ATP-non-Slam,both,2022,88.0,37.0,51.0,-8.0341,-30.7386,17.8864,0.6681,0.6532,0.0148,0.238,0.2308,0.0557,,,88.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|both,7.0,13.0,no-filter,high+medium,ATP-non-Slam,both,2023,79.0,38.0,41.0,-4.2658,-28.8861,19.3924,0.6581,0.6515,0.0066,0.2328,0.2301,0.0101,,,79.0,100.0,0.0
edge7-13|no-filter|high+medium|ATP-non-Slam|both,7.0,13.0,no-filter,high+medium,ATP-non-Slam,both,2024,91.0,38.0,53.0,-19.2198,-40.1648,3.1538,0.6237,0.608,0.0158,0.216,0.2092,0.0594,,,91.0,100.0,0.0
edge7-13|no-filter|all|ATP250|model-fav,7.0,13.0,no-filter,all,ATP250,model-fav,pooled_2022_2024,94.0,48.0,46.0,-13.1489,-30.6277,3.1915,0.7113,0.6819,0.0294,0.2583,0.2445,0.1298,,,94.0,100.0,0.0
edge7-13|no-filter|all|ATP250|model-fav,7.0,13.0,no-filter,all,ATP250,model-fav,2022,27.0,11.0,16.0,-32.7037,-62.1481,-1.1852,0.7269,0.6733,0.0536,0.2666,0.2404,0.2233,,,27.0,100.0,0.0
edge7-13|no-filter|all|ATP250|model-fav,7.0,13.0,no-filter,all,ATP250,model-fav,2023,32.0,16.0,16.0,-10.25,-40.3125,21.2187,0.7342,0.703,0.0312,0.2691,0.2549,0.12,,,32.0,100.0,0.0
edge7-13|no-filter|all|ATP250|model-fav,7.0,13.0,no-filter,all,ATP250,model-fav,2024,35.0,21.0,14.0,-0.7143,-29.3714,25.5429,0.6784,0.6692,0.0092,0.242,0.2382,0.0666,,,35.0,100.0,0.0
edge7-13|no-filter|all|ATP250|model-dog,7.0,13.0,no-filter,all,ATP250,model-dog,pooled_2022_2024,69.0,23.0,46.0,-12.9565,-39.8406,16.1159,0.6143,0.6075,0.0068,0.2121,0.2094,0.0676,,,69.0,100.0,0.0
edge7-13|no-filter|all|ATP250|model-dog,7.0,13.0,no-filter,all,ATP250,model-dog,2022,29.0,11.0,18.0,4.3103,-41.4138,54.069,0.6519,0.6546,-0.0028,0.2302,0.2315,0.0184,,,29.0,100.0,0.0
edge7-13|no-filter|all|ATP250|model-dog,7.0,13.0,no-filter,all,ATP250,model-dog,2023,18.0,8.0,10.0,13.2778,-47.5556,69.1111,0.6439,0.6576,-0.0138,0.2264,0.2336,0.1465,,,18.0,100.0,0.0
edge7-13|no-filter|all|ATP250|model-dog,7.0,13.0,no-filter,all,ATP250,model-dog,2024,22.0,4.0,18.0,-57.1818,-89.8636,-15.2727,0.5407,0.5044,0.0363,0.1766,0.1604,0.2178,,,22.0,100.0,0.0
edge7-13|no-filter|all|ATP250|both,7.0,13.0,no-filter,all,ATP250,both,pooled_2022_2024,163.0,71.0,92.0,-13.0675,-29.9264,4.0368,0.6703,0.6504,0.0199,0.2387,0.2297,0.0462,,,163.0,100.0,0.0
edge7-13|no-filter|all|ATP250|both,7.0,13.0,no-filter,all,ATP250,both,2022,56.0,22.0,34.0,-13.5357,-43.0,17.6071,0.6881,0.6637,0.0244,0.2477,0.2358,0.0981,,,56.0,100.0,0.0
edge7-13|no-filter|all|ATP250|both,7.0,13.0,no-filter,all,ATP250,both,2023,50.0,24.0,26.0,-1.78,-33.62,26.92,0.7016,0.6867,0.015,0.2537,0.2473,0.09,,,50.0,100.0,0.0
edge7-13|no-filter|all|ATP250|both,7.0,13.0,no-filter,all,ATP250,both,2024,57.0,25.0,32.0,-22.5088,-46.5439,2.7544,0.6253,0.6056,0.0197,0.2168,0.2082,0.0432,,,57.0,100.0,0.0
edge7-13|no-filter|all|ATP500|model-fav,7.0,13.0,no-filter,all,ATP500,model-fav,pooled_2022_2024,8.0,5.0,3.0,0.625,-60.625,55.25,0.6461,0.6335,0.0126,0.2273,0.2214,0.1525,,,8.0,100.0,0.0
edge7-13|no-filter|all|ATP500|model-fav,7.0,13.0,no-filter,all,ATP500,model-fav,2022,3.0,2.0,1.0,6.3333,,,0.6279,0.6217,0.0062,0.2188,0.2153,0.2035,,,3.0,100.0,0.0
edge7-13|no-filter|all|ATP500|model-fav,7.0,13.0,no-filter,all,ATP500,model-fav,2023,3.0,2.0,1.0,5.0,,,0.5068,0.543,-0.0362,0.1654,0.1784,0.3811,,,3.0,100.0,0.0
edge7-13|no-filter|all|ATP500|model-fav,7.0,13.0,no-filter,all,ATP500,model-fav,2024,2.0,1.0,1.0,-14.5,,,0.8824,0.7868,0.0955,0.333,0.2949,0.5462,,,2.0,100.0,0.0
edge7-13|no-filter|all|ATP500|model-dog,7.0,13.0,no-filter,all,ATP500,model-dog,pooled_2022_2024,13.0,3.0,10.0,-30.4615,-100.0,40.3846,0.6035,0.5792,0.0243,0.2054,0.1939,0.2604,,,13.0,100.0,0.0
edge7-13|no-filter|all|ATP500|model-dog,7.0,13.0,no-filter,all,ATP500,model-dog,2022,6.0,2.0,4.0,5.8333,-100.0,133.5,0.666,0.6635,0.0026,0.2348,0.2326,0.3296,,,6.0,100.0,0.0
edge7-13|no-filter|all|ATP500|model-dog,7.0,13.0,no-filter,all,ATP500,model-dog,2023,3.0,0.0,3.0,-100.0,,,0.4942,0.4264,0.0678,0.1531,0.1218,0.3876,,,3.0,100.0,0.0
edge7-13|no-filter|all|ATP500|model-dog,7.0,13.0,no-filter,all,ATP500,model-dog,2024,4.0,1.0,3.0,-32.75,,,0.5916,0.5674,0.0242,0.2006,0.1898,0.2141,,,4.0,100.0,0.0
edge7-13|no-filter|all|ATP500|both,7.0,13.0,no-filter,all,ATP500,both,pooled_2022_2024,21.0,8.0,13.0,-18.619,-65.1905,31.4762,0.6197,0.5999,0.0198,0.2138,0.2043,0.2051,,,21.0,100.0,0.0
edge7-13|no-filter|all|ATP500|both,7.0,13.0,no-filter,all,ATP500,both,2022,9.0,4.0,5.0,6.0,-81.2222,102.4444,0.6533,0.6495,0.0038,0.2295,0.2268,0.1519,,,9.0,100.0,0.0
edge7-13|no-filter|all|ATP500|both,7.0,13.0,no-filter,all,ATP500,both,2023,6.0,2.0,4.0,-47.5,-100.0,12.1667,0.5005,0.4847,0.0158,0.1592,0.1501,0.2325,,,6.0,100.0,0.0
edge7-13|no-filter|all|ATP500|both,7.0,13.0,no-filter,all,ATP500,both,2024,6.0,2.0,4.0,-26.6667,-100.0,63.0,0.6885,0.6406,0.048,0.2448,0.2249,0.3248,,,6.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|model-fav,7.0,13.0,no-filter,all,Masters1000,model-fav,pooled_2022_2024,37.0,26.0,11.0,20.8919,-6.8649,46.4054,0.626,0.6566,-0.0306,0.218,0.2323,0.2102,,,37.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|model-fav,7.0,13.0,no-filter,all,Masters1000,model-fav,2022,11.0,7.0,4.0,10.4545,-38.5455,59.1818,0.6648,0.6744,-0.0096,0.236,0.2408,0.2046,,,11.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|model-fav,7.0,13.0,no-filter,all,Masters1000,model-fav,2023,17.0,13.0,4.0,30.5882,-6.2941,60.8235,0.5887,0.6385,-0.0498,0.2004,0.2235,0.1692,,,17.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|model-fav,7.0,13.0,no-filter,all,Masters1000,model-fav,2024,9.0,6.0,3.0,15.3333,-42.1111,69.8889,0.649,0.6691,-0.0201,0.2294,0.2386,0.2946,,,9.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|model-dog,7.0,13.0,no-filter,all,Masters1000,model-dog,pooled_2022_2024,41.0,11.0,30.0,-24.0,-62.5366,18.7073,0.5881,0.5751,0.013,0.1992,0.1936,0.1084,,,41.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|model-dog,7.0,13.0,no-filter,all,Masters1000,model-dog,2022,12.0,4.0,8.0,-9.8333,-78.75,64.3333,0.5888,0.5878,0.001,0.2007,0.2013,0.1769,,,12.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|model-dog,7.0,13.0,no-filter,all,Masters1000,model-dog,2023,10.0,2.0,8.0,-42.2,-100.0,35.5,0.5898,0.5586,0.0311,0.1995,0.1848,0.1923,,,10.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|model-dog,7.0,13.0,no-filter,all,Masters1000,model-dog,2024,19.0,5.0,14.0,-23.3684,-73.8421,39.0,0.5867,0.5758,0.0109,0.1981,0.1933,0.1262,,,19.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|both,7.0,13.0,no-filter,all,Masters1000,both,pooled_2022_2024,78.0,37.0,41.0,-2.7051,-26.6154,22.4359,0.6061,0.6138,-0.0077,0.2081,0.212,0.0839,,,78.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|both,7.0,13.0,no-filter,all,Masters1000,both,2022,23.0,11.0,12.0,-0.1304,-42.5652,43.3913,0.6251,0.6292,-0.0041,0.2176,0.2202,0.0516,,,23.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|both,7.0,13.0,no-filter,all,Masters1000,both,2023,27.0,15.0,12.0,3.6296,-33.5926,40.5926,0.5891,0.6089,-0.0198,0.2,0.2092,0.1397,,,27.0,100.0,0.0
edge7-13|no-filter|all|Masters1000|both,7.0,13.0,no-filter,all,Masters1000,both,2024,28.0,11.0,17.0,-10.9286,-54.8571,35.3214,0.6068,0.6058,0.001,0.2082,0.2079,0.0826,,,28.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|model-fav,7.0,13.0,no-filter,all,ATP-non-Slam,model-fav,pooled_2022_2024,139.0,79.0,60.0,-3.295,-17.5108,10.4748,0.6849,0.6724,0.0125,0.2458,0.2399,0.0754,,,139.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|model-fav,7.0,13.0,no-filter,all,ATP-non-Slam,model-fav,2022,41.0,20.0,21.0,-18.2683,-45.2927,5.0976,0.703,0.6698,0.0331,0.2549,0.2387,0.1541,,,41.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|model-fav,7.0,13.0,no-filter,all,ATP-non-Slam,model-fav,2023,52.0,31.0,21.0,3.9808,-22.0769,26.3846,0.6735,0.6727,0.0008,0.2407,0.2403,0.0589,,,52.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|model-fav,7.0,13.0,no-filter,all,ATP-non-Slam,model-fav,2024,46.0,28.0,18.0,1.8261,-21.0217,26.3478,0.6815,0.6743,0.0072,0.2435,0.2408,0.0763,,,46.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|model-dog,7.0,13.0,no-filter,all,ATP-non-Slam,model-dog,pooled_2022_2024,123.0,37.0,86.0,-18.4878,-40.3252,4.2927,0.6044,0.5937,0.0107,0.2071,0.2025,0.0901,,,123.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|model-dog,7.0,13.0,no-filter,all,ATP-non-Slam,model-dog,2022,47.0,17.0,30.0,0.8936,-37.766,39.2766,0.6376,0.6387,-0.0011,0.2233,0.2239,0.061,,,47.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|model-dog,7.0,13.0,no-filter,all,ATP-non-Slam,model-dog,2023,31.0,10.0,21.0,-15.5806,-60.4516,28.8065,0.6119,0.6033,0.0086,0.2106,0.2071,0.0822,,,31.0,100.0,0.0
