date,tournament,winner_id,loser_id,winner_name,loser_name,winner_rank,loser_rank,winner_points,loser_points,join_method
2023-04-08,U.S. Men's Clay Court Championships,14745,26845,Jason Murray Kubler,Daniel Elahi Galan,71,94,733,621,surname
2023-04-08,U.S. Men's Clay Court Championships,14856,49583,Yannick Hanfmann,Vinay Kumar T,,,,,miss
2023-04-08,U.S. Men's Clay Court Championships,24232,11178,Alejandro Pascacio F.,Steve Johnson,15,152,2665,381,surname
2023-04-08,U.S. Men's Clay Court Championships,24232,14745,Alejandro Pascacio F.,Jason Murray Kubler,15,71,2665,733,surname
2023-04-08,U.S. Men's Clay Court Championships,24840,37741,Cristian Garin,Zizou Bergs,74,167,723,359,surname
2023-04-08,U.S. Men's Clay Court Championships,32703,46722,Gijs Brouwer,Jeff Wolf,123,54,477,875,surname
2023-04-08,U.S. Men's Clay Court Championships,32703,5837,Gijs Brouwer,John Isner,123,46,477,915,surname
2023-04-08,U.S. Men's Clay Court Championships,37532,24840,Tomas Martin Etcheverry,Cristian Garin,73,74,729,723,surname
2023-04-08,U.S. Men's Clay Court Championships,37532,28263,Tomas Martin Etcheverry,Max Purcell,73,86,729,658,surname
2023-04-08,U.S. Men's Clay Court Championships,46722,13429,Jeff Wolf,Denis Kudla,54,137,875,424,surname
2023-04-08,U.S. Men's Clay Court Championships,58327,18736,Tomas Machac,Marcos Giron,138,69,420,746,surname
2023-04-09,Estoril Open,33648,34337,Casper Ruud,Miomir Kecmanovic,5,40,5005,985,surname
2023-04-09,Grand Prix Hassan II,21506,28108,Roberto Carballes Baena,Alexandre Muller,82,126,675,471,surname
2023-04-09,Monte Carlo Masters,26473,24084,Hubert Hurkacz,Laslo Djere,13,62,2750,790,surname
2023-04-09,Monte Carlo Masters,27482,25165,Nicolas Jarry,Borna Coric,58,20,814,1890,surname
2023-04-09,U.S. Men's Clay Court Championships,14856,58327,Yannick Hanfmann,Tomas Machac,134,138,432,420,surname
2023-04-09,U.S. Men's Clay Court Championships,24232,32703,Alejandro Pascacio F.,Gijs Brouwer,15,123,2665,477,surname
2023-04-09,U.S. Men's Clay Court Championships,24232,37532,Alejandro Pascacio F.,Tomas Martin Etcheverry,15,73,2665,729,surname
2023-04-09,U.S. Men's Clay Court Championships,37532,14856,Tomas Martin Etcheverry,Yannick Hanfmann,73,134,729,432,surname
2023-04-10,Monte Carlo Masters,1092,33860,Stan Wawrinka,Tallon Griekspoor,90,35,647,1094,surname
2023-04-10,Monte Carlo Masters,14177,6691,Jan-Lennard Struff,Albert Ramos-Vinolas,100,50,574,880,surname
2023-04-10,Monte Carlo Masters,17829,11226,Diego Sebastian Schwartzman,David Goffin,37,85,1025,675,surname
2023-04-10,Monte Carlo Masters,1837,13277,Roberto Bautista Agut,Filip Krajinovic,29,78,1395,715,surname
2023-04-10,Monte Carlo Masters,20650,674,Dominic Thiem,Richard Gasquet,106,43,555,930,surname
2023-04-10,Monte Carlo Masters,24249,13674,Botic Van De Zandschulp,Marton Fucsovics,31,73,1250,732,surname
2023-04-10,Monte Carlo Masters,26500,18094,Ivan Gakhov,Mackenzie Mcdonald,198,52,292,865,surname
2023-04-10,Monte Carlo Masters,28899,29579,Benjamin Bonzi,Bernabe Zapata Miralles,48,41,901,987,surname
2023-04-10,Monte Carlo Masters,29812,54207,Matteo Berrettini,Maxime Cressy,22,40,1742,1016,surname
2023-04-10,Monte Carlo Masters,34233,12190,Alexei Popyrin,Dusan Lajovic,94,69,631,763,surname
2023-04-10,Monte Carlo Masters,39309,1075,Alex De Minaur,Andy Murray,19,54,2050,860,surname
2023-04-10,Monte Carlo Masters,52279,27851,Francisco Cerundolo,Cameron Norrie,33,14,1140,2735,surname
2023-04-10,Monte Carlo Masters,63017,52721,Jack Draper,Sebastian Baez,56,32,839,1215,surname
2023-04-11,Monte Carlo Masters,11953,87562,Grigor Dimitrov,Ben Shelton,25,39,1485,1019,surname
2023-04-11,Monte Carlo Masters,24008,24245,Alexander Zverev,Alexander Bublik,16,53,2410,865,surname
2023-04-11,Monte Carlo Masters,25543,36519,Karen Khachanov,Alejandro Davidovich Fokina,12,24,2855,1605,surname
2023-04-11,Monte Carlo Masters,26473,63017,Hubert Hurkacz,Jack Draper,13,56,2750,839,surname
2023-04-11,Monte Carlo Masters,28296,9305,Ilya Ivashka,Daniel Evans,74,28,721,1425,surname
2023-04-11,Monte Carlo Masters,31392,38911,Lorenzo Sonego,Ugo Humbert,45,79,915,713,surname
2023-04-11,Monte Carlo Masters,5992,26500,Novak Djokovic,Ivan Gakhov,1,198,7160,292,surname
2023-04-11,Monte Carlo Masters,61838,37105,Jiri Lehecka,Emil Ruusuvuori,42,38,978,1021,surname
2023-04-11,Monte Carlo Masters,63572,34337,Lorenzo Musetti,Miomir Kecmanovic,21,34,1840,1125,surname
2023-04-11,Monte Carlo Masters,71221,36594,Luca Nardi,Valentin Vacherot,159,357,372,134,surname
2023-04-12,Monte Carlo Masters,14177,39309,Jan-Lennard Struff,Alex De Minaur,100,19,574,2050,surname
2023-04-12,Monte Carlo Masters,22807,31392,Daniil Medvedev,Lorenzo Sonego,5,45,5150,915,surname
2023-04-12,Monte Carlo Masters,24008,1837,Alexander Zverev,Roberto Bautista Agut,16,29,2410,1395,surname
2023-04-12,Monte Carlo Masters,25543,28296,Karen Khachanov,Ilya Ivashka,12,74,2855,721,surname
2023-04-12,Monte Carlo Masters,27482,34233,Nicolas Jarry,Alexei Popyrin,58,94,814,631,surname
2023-04-12,Monte Carlo Masters,29812,52279,Matteo Berrettini,Francisco Cerundolo,22,33,1742,1140,surname
2023-04-12,Monte Carlo Masters,29932,1092,Taylor Harry Fritz,Stan Wawrinka,10,90,3065,647,surname
2023-04-12,Monte Carlo Masters,33648,24249,Casper Ruud,Botic Van De Zandschulp,4,31,5255,1250,surname
2023-04-12,Monte Carlo Masters,61838,11953,Jiri Lehecka,Grigor Dimitrov,42,25,978,1485,surname
2023-04-12,Monte Carlo Masters,63572,71221,Lorenzo Musetti,Luca Nardi,21,159,1840,372,surname
2023-04-12,Monte Carlo Masters,69471,20650,Holger Rune,Dominic Thiem,9,106,3335,555,surname
2023-04-13,Monte Carlo Masters,14177,33648,Jan-Lennard Struff,Casper Ruud,100,4,574,5255,surname
2023-04-13,Monte Carlo Masters,22807,24008,Daniil Medvedev,Alexander Zverev,5,16,5150,2410,surname
2023-04-13,Monte Carlo Masters,29372,25543,Andrey Rublev,Karen Khachanov,6,12,3470,2855,surname
2023-04-13,Monte Carlo Masters,29932,61838,Taylor Harry Fritz,Jiri Lehecka,10,42,3065,978,surname
2023-04-13,Monte Carlo Masters,30470,27482,Stefanos Tsitsipas,Nicolas Jarry,3,58,5770,814,surname
2023-04-13,Monte Carlo Masters,47275,26473,Jannik Sinner,Hubert Hurkacz,8,13,3345,2750,surname
2023-04-13,Monte Carlo Masters,63572,5992,Lorenzo Musetti,Novak Djokovic,21,1,1840,7160,surname
2023-04-14,Monte Carlo Masters,29372,14177,Andrey Rublev,Jan-Lennard Struff,6,100,3470,574,surname
2023-04-14,Monte Carlo Masters,29932,30470,Taylor Harry Fritz,Stefanos Tsitsipas,10,3,3065,5770,surname
2023-04-14,Monte Carlo Masters,47275,63572,Jannik Sinner,Lorenzo Musetti,8,21,3345,1840,surname
2023-04-14,Monte Carlo Masters,69471,22807,Holger Rune,Daniil Medvedev,9,5,3335,5150,surname
2023-04-15,Monte Carlo Masters,29372,29932,Andrey Rublev,Taylor Harry Fritz,6,10,3470,3065,surname
2023-04-15,Monte Carlo Masters,69471,47275,Holger Rune,Jannik Sinner,9,8,3335,3345,surname
2023-04-16,Monte Carlo Masters,29372,69471,Andrey Rublev,Holger Rune,6,9,3470,3335,surname
2023-04-17,BMW Open,14856,14609,Yannick Hanfmann,Thiago Moura Monteiro,112,89,534,665,surname
2023-04-17,BMW Open,18736,21506,Marcos Giron,Roberto Carballes Baena,68,53,756,867,surname
2023-04-17,BMW Open,67546,22433,Flavio Cobolli,Jordan Thompson,208,91,277,655,surname
2023-04-17,Barcelona Open,13048,5829,Jozef Kovalik,Pablo Martinez,155,136,377,426,surname
2023-04-17,Barcelona Open,27482,12653,Nicolas Jarry,Marco Trungelliti,51,240,874,233,surname
2023-04-17,Barcelona Open,29579,8564,Bernabe Zapata Miralles,Attila Balazs,41,745,968,30,surname
2023-04-17,Barcelona Open,31446,28296,Nuno Borges,Ilya Ivashka,79,61,711,781,surname
2023-04-17,Barcelona Open,37105,24245,Emil Ruusuvuori,Alexander Bublik,40,55,977,865,surname
2023-04-17,Barcelona Open,37532,1841,Tomas Martin Etcheverry,Pablo Andujar,59,323,806,155,surname
2023-04-17,Barcelona Open,45553,56420,Pavel Kotov,Oleksii Krutykh,108,180,553,327,surname
2023-04-17,Barcelona Open,87562,18094,Ben Shelton,Mackenzie Mcdonald,37,54,1029,865,surname
2023-04-17,Srpska Open,34233,33860,Alexei Popyrin,Tallon Griekspoor,81,34,701,1094,surname
2023-04-17,Srpska Open,34539,20648,Alex Molcan,Taro Daniel,73,100,735,587,surname
2023-04-17,Srpska Open,82371,1092,Luca Van Assche,Stan Wawrinka,87,84,672,692,surname
2023-04-18,BMW Open,13674,74153,Marton Fucsovics,Max Hans Rehberg,75,412,722,112,surname
2023-04-18,BMW Open,20819,52721,Oscar Otte,Sebastian Baez,94,30,631,1190,surname
2023-04-18,BMW Open,21464,14177,Alexander Ritschard,Jan-Lennard Struff,209,64,274,779,surname
2023-04-18,BMW Open,24721,38911,Christopher O'Connell,Ugo Humbert,,,,,miss
2023-04-18,BMW Open,24840,84561,Cristian Garin,Marko Topo,86,478,678,82,surname
2023-04-18,BMW Open,31392,25171,Lorenzo Sonego,Quentin Halys,45,65,915,771,surname
2023-04-18,BMW Open,35297,20847,Marc-Andrea Huesler,Kyle Edmund,63,509,780,72,surname
2023-04-18,Barcelona Open,10971,6691,Emilio Gomez,Albert Ramos-Vinolas,120,58,497,810,surname
2023-04-18,Barcelona Open,11226,24232,David Goffin,Alejandro Pascacio F.,99,593,595,55,surname
2023-04-18,Barcelona Open,14745,76010,Jason Murray Kubler,Daniel Rincon,66,300,769,172,surname
2023-04-18,Barcelona Open,17829,28592,Diego Sebastian Schwartzman,Yi Fan Wu,48,56,890,843,surname
2023-04-18,Barcelona Open,1837,29579,Roberto Bautista Agut,Bernabe Zapata Miralles,25,41,1440,968,surname
2023-04-18,Barcelona Open,23100,32703,Pedro Cachin,Gijs Brouwer,69,121,747,496,surname
2023-04-18,Barcelona Open,33648,87562,Casper Ruud,Ben Shelton,3,37,5255,1029,surname
2023-04-18,Barcelona Open,36519,37532,Alejandro Davidovich Fokina,Tomas Martin Etcheverry,38,59,1025,806,surname
2023-04-18,Barcelona Open,37105,24232,Emil Ruusuvuori,Alejandro Pascacio F.,40,12,977,2870,surname
2023-04-18,Barcelona Open,63021,672,Francesco Passaro,Fernando Verdasco,125,244,486,229,surname
2023-04-18,Barcelona Open,64891,11981,Alexander Shevchenko,Lorenzo Giustino,98,223,610,259,surname
2023-04-18,Barcelona Open,68074,31446,Carlos Alcaraz,Nuno Borges,2,79,6770,711,surname
2023-04-18,Srpska Open,12190,13277,Dusan Lajovic,Filip Krajinovic,70,74,744,731,surname
2023-04-18,Srpska Open,24084,28900,Laslo Djere,Roman Safiullin,78,106,716,557,surname
2023-04-18,Srpska Open,674,85899,Richard Gasquet,Dino Prizmic,42,342,940,140,surname
2023-04-18,Srpska Open,76009,26218,Abedallah Shelbayh,Elias Ymer,267,139,201,419,surname
2023-04-19,Barcelona Open,11953,10971,Grigor Dimitrov,Emilio Gomez,31,120,1170,497,surname
2023-04-19,Barcelona Open,24225,11226,Yoshihito Nishioka,David Goffin,35,99,1093,595,surname
2023-04-19,Barcelona Open,25543,27482,Karen Khachanov,Nicolas Jarry,11,51,2900,874,surname
2023-04-19,Barcelona Open,27851,45553,Cameron Norrie,Pavel Kotov,13,108,2735,553,surname
2023-04-19,Barcelona Open,30470,23100,Stefanos Tsitsipas,Pedro Cachin,5,69,4950,747,surname
2023-04-19,Barcelona Open,33502,13048,Denis Shapovalov,Jozef Kovalik,28,155,1380,377,surname
2023-04-19,Barcelona Open,39309,64891,Alex De Minaur,Alexander Shevchenko,19,98,2050,610,surname
2023-04-19,Barcelona Open,47275,17829,Jannik Sinner,Diego Sebastian Schwartzman,8,48,3525,890,surname
2023-04-19,Barcelona Open,52279,63021,Francisco Cerundolo,Francesco Passaro,32,125,1165,486,surname
2023-04-19,Barcelona Open,63572,14745,Lorenzo Musetti,Jason Murray Kubler,20,66,1930,769,surname
2023-04-19,Barcelona Open,9305,73956,Daniel Evans,Matteo Arnaldi,26,105,1390,560,surname
2023-04-19,Srpska Open,13447,18016,Damir Dzumhur,Liam Broady,202,132,282,433,surname
2023-04-19,Srpska Open,20654,79060,Gregoire Barrere,Hamad Medjedovic,57,212,838,272,surname
2023-04-19,Srpska Open,24084,25165,Laslo Djere,Borna Coric,78,21,716,1890,surname
2023-04-19,Srpska Open,26153,46747,Juan Pablo Varillas,Hugo Gaston,,,,,miss
2023-04-19,Srpska Open,34539,34233,Alex Molcan,Alexei Popyrin,73,81,735,701,surname
2023-04-19,Srpska Open,5992,82371,Novak Djokovic,Luca Van Assche,1,87,7240,672,surname
2023-04-19,Srpska Open,61838,5917,Jiri Lehecka,Gael Monfils,36,322,1033,155,surname
2023-04-20,BMW Open,18524,29732,Aslan Karatsev,Daniel Altmaier,129,93,465,640,surname
2023-04-20,BMW Open,18736,21464,Marcos Giron,Alexander Ritschard,68,209,756,274,surname
2023-04-20,BMW Open,24249,18524,Botic Van De Zandschulp,Aslan Karatsev,29,129,1250,465,surname
2023-04-20,BMW Open,24721,24008,Christopher O'Connell,Alexander Zverev,,,,,miss
2023-04-20,BMW Open,24840,31392,Cristian Garin,Lorenzo Sonego,86,45,678,915,surname
2023-04-20,BMW Open,29932,13674,Taylor Harry Fritz,Marton Fucsovics,10,75,3245,722,surname
2023-04-20,BMW Open,67546,20819,Flavio Cobolli,Oscar Otte,208,94,277,631,surname
2023-04-20,BMW Open,69471,14856,Holger Rune,Yannick Hanfmann,7,112,3865,534,surname
2023-04-20,Barcelona Open,30470,33502,Stefanos Tsitsipas,Denis Shapovalov,5,28,4950,1380,surname
2023-04-20,Barcelona Open,36519,37105,Alejandro Davidovich Fokina,Emil Ruusuvuori,38,40,1025,977,surname
2023-04-20,Barcelona Open,47275,24225,Jannik Sinner,Yoshihito Nishioka,8,35,3525,1093,surname
2023-04-20,Barcelona Open,52279,33648,Francisco Cerundolo,Casper Ruud,32,3,1165,5255,surname
2023-04-20,Barcelona Open,63572,27851,Lorenzo Musetti,Cameron Norrie,20,13,1930,2735,surname
2023-04-20,Barcelona Open,68074,1837,Carlos Alcaraz,Roberto Bautista Agut,2,25,6770,1440,surname
2023-04-20,Barcelona Open,9305,25543,Daniel Evans,Karen Khachanov,26,11,1390,2900,surname
2023-04-20,Srpska Open,12190,20654,Dusan Lajovic,Gregoire Barrere,70,57,744,838,surname
2023-04-20,Srpska Open,13447,674,Damir Dzumhur,Richard Gasquet,202,42,282,940,surname
2023-04-20,Srpska Open,29372,26153,Andrey Rublev,Juan Pablo Varillas,,,,,miss
2023-04-20,Srpska Open,34337,76009,Miomir Kecmanovic,Abedallah Shelbayh,33,267,1125,201,surname
2023-04-20,Srpska Open,61838,10828,Jiri Lehecka,Radu Albot,36,110,1033,536,surname
2023-04-21,BMW Open,20650,35297,Dominic Thiem,Marc-Andrea Huesler,101,63,580,780,surname
2023-04-21,BMW Open,24249,18736,Botic Van De Zandschulp,Marcos Giron,29,68,1250,756,surname
2023-04-21,BMW Open,24721,67546,Christopher O'Connell,Flavio Cobolli,,,,,miss
2023-04-21,BMW Open,29932,20650,Taylor Harry Fritz,Dominic Thiem,10,101,3245,580,surname
2023-04-21,BMW Open,69471,24840,Holger Rune,Cristian Garin,7,86,3865,678,surname
2023-04-21,Barcelona Open,30470,39309,Stefanos Tsitsipas,Alex De Minaur,5,19,4950,2050,surname
2023-04-21,Barcelona Open,68074,36519,Carlos Alcaraz,Alejandro Davidovich Fokina,2,38,6770,1025,surname
2023-04-21,Barcelona Open,9305,52279,Daniel Evans,Francisco Cerundolo,26,32,1390,1165,surname
2023-04-21,Srpska Open,12190,5992,Dusan Lajovic,Novak Djokovic,70,1,744,7240,surname
2023-04-21,Srpska Open,29372,13447,Andrey Rublev,Damir Dzumhur,6,202,4380,282,surname
2023-04-21,Srpska Open,34337,61838,Miomir Kecmanovic,Jiri Lehecka,33,36,1125,1033,surname
2023-04-21,Srpska Open,34539,24084,Alex Molcan,Laslo Djere,73,78,735,716,surname
2023-04-22,BMW Open,24249,29932,Botic Van De Zandschulp,Taylor Harry Fritz,29,10,1250,3245,surname
2023-04-22,BMW Open,69471,24721,Holger Rune,Christopher O'Connell,,,,,miss
2023-04-22,Barcelona Open,30470,63572,Stefanos Tsitsipas,Lorenzo Musetti,5,20,4950,1930,surname
2023-04-22,Barcelona Open,68074,9305,Carlos Alcaraz,Daniel Evans,2,26,6770,1390,surname
2023-04-22,Srpska Open,12190,34337,Dusan Lajovic,Miomir Kecmanovic,70,33,744,1125,surname
2023-04-22,Srpska Open,29372,34539,Andrey Rublev,Alex Molcan,6,73,4380,735,surname
2023-04-23,BMW Open,69471,24249,Holger Rune,Botic Van De Zandschulp,7,29,3865,1250,surname
2023-04-23,Barcelona Open,68074,30470,Carlos Alcaraz,Stefanos Tsitsipas,2,5,6770,4950,surname
2023-04-23,Srpska Open,12190,29372,Dusan Lajovic,Andrey Rublev,70,6,744,4380,surname
2023-04-26,Mutua Madrid Open,1092,54207,Stan Wawrinka,Maxime Cressy,84,39,692,1010,surname
2023-04-26,Mutua Madrid Open,14609,30550,Thiago Moura Monteiro,Borna Gojo,97,110,608,538,surname
2023-04-26,Mutua Madrid Open,14856,26153,Yannick Hanfmann,Juan Pablo Varillas,,,,,miss
2023-04-26,Mutua Madrid Open,20654,56197,Gregoire Barrere,Emilio Nava,56,173,848,344,surname
2023-04-26,Mutua Madrid Open,20819,45553,Oscar Otte,Pavel Kotov,98,101,606,583,surname
2023-04-26,Mutua Madrid Open,21506,11226,Roberto Carballes Baena,David Goffin,53,95,867,615,surname
2023-04-26,Mutua Madrid Open,24245,26845,Alexander Bublik,Daniel Elahi Galan,55,100,865,586,surname
2023-04-26,Mutua Madrid Open,25171,34233,Quentin Halys,Alexei Popyrin,66,75,771,721,surname
2023-04-26,Mutua Madrid Open,28932,17829,Hugo Grenier,Diego Sebastian Schwartzman,128,72,466,730,surname
2023-04-26,Mutua Madrid Open,34539,28592,Alex Molcan,Yi Fan Wu,58,57,825,843,surname
2023-04-26,Mutua Madrid Open,37105,38911,Emil Ruusuvuori,Ugo Humbert,41,77,977,718,surname
2023-04-26,Mutua Madrid Open,46747,7043,Hugo Gaston,Jeremy Chardy,106,635,555,45,surname
2023-04-26,Mutua Madrid Open,6691,28296,Albert Ramos-Vinolas,Ilya Ivashka,60,69,810,761,surname
